relationship_id,source_domain,source_service,source_cluster,source_database,source_schema,source_table,source_key,target_domain,target_service,target_cluster,target_database,target_schema,target_table,target_key,relationship_type,cardinality,cross_cluster,consistency_model,sync_method,source_of_truth,event_topic,on_missing_reference,join_strategy,description
rel-000065,catalog,catalog-03,pg-cluster-229,catalog_svc_03,catalog,offer_catalog,offer_id,product,product-05,pg-cluster-345,product_svc_05,product,approval_product,approval_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.approval_product,retry_then_dlq,application_or_lakehouse_join,catalog logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000066,catalog,catalog-04,pg-cluster-236,catalog_svc_04,catalog,job_catalog,job_id,product,product-06,pg-cluster-356,product_svc_06,product,variant_product,variant_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.variant_product,retry_then_dlq,application_or_lakehouse_join,catalog logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000067,catalog,catalog-05,pg-cluster-243,catalog_svc_05,catalog,decision_catalog,decision_id,product,product-07,pg-cluster-367,product_svc_07,product,channel_product,channel_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.channel_product,retry_then_dlq,application_or_lakehouse_join,catalog logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000068,catalog,catalog-05,pg-cluster-250,catalog_svc_05,catalog,forecast_catalog,forecast_id,product,product-08,pg-cluster-378,product_svc_08,product,settlement_product,settlement_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.settlement_product,retry_then_dlq,application_or_lakehouse_join,catalog logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000069,catalog,catalog-06,pg-cluster-257,catalog_svc_06,catalog,media_catalog,media_id,product,product-09,pg-cluster-389,product_svc_09,product,return_product,return_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.return_product,retry_then_dlq,application_or_lakehouse_join,catalog logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000070,catalog,catalog-07,pg-cluster-264,catalog_svc_07,catalog,impression_catalog,impression_id,product,product-10,pg-cluster-400,product_svc_10,product,owner_product,owner_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.owner_product,retry_then_dlq,application_or_lakehouse_join,catalog logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000071,catalog,catalog-08,pg-cluster-271,catalog_svc_08,catalog,provider_catalog,provider_id,product,product-02,pg-cluster-311,product_svc_02,product,item_product,item_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.item_product,retry_then_dlq,application_or_lakehouse_join,catalog logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000072,catalog,catalog-08,pg-cluster-278,catalog_svc_08,catalog,settlement_catalog,settlement_id,product,product-03,pg-cluster-322,product_svc_03,product,configuration_product,configuration_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.configuration_product,retry_then_dlq,application_or_lakehouse_join,catalog logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000073,catalog,catalog-09,pg-cluster-285,catalog_svc_09,catalog,stop_catalog,stop_id,product,product-04,pg-cluster-333,product_svc_04,product,invoice_product,invoice_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.invoice_product,retry_then_dlq,application_or_lakehouse_join,catalog logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000074,catalog,catalog-10,pg-cluster-292,catalog_svc_10,catalog,rating_catalog,rating_id,product,product-05,pg-cluster-344,product_svc_05,product,workflow_product,workflow_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.workflow_product,retry_then_dlq,application_or_lakehouse_join,catalog logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000075,catalog,catalog-10,pg-cluster-299,catalog_svc_10,catalog,location_catalog,location_id,product,product-06,pg-cluster-355,product_svc_06,product,attribute_product,attribute_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.attribute_product,retry_then_dlq,application_or_lakehouse_join,catalog logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000076,catalog,catalog-01,pg-cluster-206,catalog_svc_01,catalog,event_catalog,event_id,product,product-07,pg-cluster-366,product_svc_07,product,attribution_product,attribution_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.attribution_product,retry_then_dlq,application_or_lakehouse_join,catalog logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000077,catalog,catalog-02,pg-cluster-213,catalog_svc_02,catalog,snapshot_catalog,snapshot_id,product,product-08,pg-cluster-377,product_svc_08,product,tax_product,tax_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.tax_product,retry_then_dlq,application_or_lakehouse_join,catalog logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000078,catalog,catalog-02,pg-cluster-220,catalog_svc_02,catalog,movement_catalog,movement_id,product,product-09,pg-cluster-388,product_svc_09,product,stock_product,stock_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.stock_product,retry_then_dlq,application_or_lakehouse_join,catalog logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000079,catalog,catalog-03,pg-cluster-227,catalog_svc_03,catalog,segment_catalog,segment_id,product,product-10,pg-cluster-399,product_svc_10,product,location_product,location_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.location_product,retry_then_dlq,application_or_lakehouse_join,catalog logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000080,catalog,catalog-04,pg-cluster-234,catalog_svc_04,catalog,line_catalog,line_id,product,product-01,pg-cluster-310,product_svc_01,product,mapping_product,mapping_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,product,fk.pg.relation.product.mapping_product,retry_then_dlq,application_or_lakehouse_join,catalog logically references product; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000081,catalog,catalog-01,pg-cluster-201,catalog_svc_01,catalog,account_catalog,account_id,content,content-01,pg-cluster-701,content_svc_01,content,account_content,account_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,content,fk.pg.relation.content.account_content,retry_then_dlq,application_or_lakehouse_join,catalog logically references content; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000082,catalog,catalog-01,pg-cluster-208,catalog_svc_01,catalog,status_catalog,status_id,content,content-02,pg-cluster-712,content_svc_02,content,detail_content,detail_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,content,fk.pg.relation.content.detail_content,retry_then_dlq,application_or_lakehouse_join,catalog logically references content; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000083,catalog,catalog-02,pg-cluster-215,catalog_svc_02,catalog,request_catalog,request_id,content,content-03,pg-cluster-723,content_svc_03,content,policy_content,policy_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,content,fk.pg.relation.content.policy_content,retry_then_dlq,application_or_lakehouse_join,catalog logically references content; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000084,catalog,catalog-03,pg-cluster-222,catalog_svc_03,catalog,configuration_catalog,configuration_id,content,content-04,pg-cluster-734,content_svc_04,content,line_content,line_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,content,fk.pg.relation.content.line_content,retry_then_dlq,application_or_lakehouse_join,catalog logically references content; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000085,catalog,catalog-03,pg-cluster-229,catalog_svc_03,catalog,offer_catalog,offer_id,content,content-05,pg-cluster-745,content_svc_05,content,approval_content,approval_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,content,fk.pg.relation.content.approval_content,retry_then_dlq,application_or_lakehouse_join,catalog logically references content; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000086,catalog,catalog-04,pg-cluster-236,catalog_svc_04,catalog,job_catalog,job_id,content,content-06,pg-cluster-756,content_svc_06,content,variant_content,variant_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,content,fk.pg.relation.content.variant_content,retry_then_dlq,application_or_lakehouse_join,catalog logically references content; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000087,catalog,catalog-05,pg-cluster-243,catalog_svc_05,catalog,decision_catalog,decision_id,content,content-07,pg-cluster-767,content_svc_07,content,channel_content,channel_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,content,fk.pg.relation.content.channel_content,retry_then_dlq,application_or_lakehouse_join,catalog logically references content; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000088,catalog,catalog-05,pg-cluster-250,catalog_svc_05,catalog,forecast_catalog,forecast_id,content,content-08,pg-cluster-778,content_svc_08,content,settlement_content,settlement_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,content,fk.pg.relation.content.settlement_content,retry_then_dlq,application_or_lakehouse_join,catalog logically references content; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000089,catalog,catalog-06,pg-cluster-257,catalog_svc_06,catalog,media_catalog,media_id,content,content-09,pg-cluster-789,content_svc_09,content,return_content,return_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,content,fk.pg.relation.content.return_content,retry_then_dlq,application_or_lakehouse_join,catalog logically references content; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000090,catalog,catalog-07,pg-cluster-264,catalog_svc_07,catalog,impression_catalog,impression_id,content,content-10,pg-cluster-800,content_svc_10,content,owner_content,owner_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,content,fk.pg.relation.content.owner_content,retry_then_dlq,application_or_lakehouse_join,catalog logically references content; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000091,catalog,catalog-08,pg-cluster-271,catalog_svc_08,catalog,provider_catalog,provider_id,content,content-02,pg-cluster-711,content_svc_02,content,item_content,item_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,content,fk.pg.relation.content.item_content,retry_then_dlq,application_or_lakehouse_join,catalog logically references content; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000092,catalog,catalog-08,pg-cluster-278,catalog_svc_08,catalog,settlement_catalog,settlement_id,content,content-03,pg-cluster-722,content_svc_03,content,configuration_content,configuration_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,content,fk.pg.relation.content.configuration_content,retry_then_dlq,application_or_lakehouse_join,catalog logically references content; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000093,catalog,catalog-09,pg-cluster-285,catalog_svc_09,catalog,stop_catalog,stop_id,content,content-04,pg-cluster-733,content_svc_04,content,invoice_content,invoice_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,content,fk.pg.relation.content.invoice_content,retry_then_dlq,application_or_lakehouse_join,catalog logically references content; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000094,catalog,catalog-10,pg-cluster-292,catalog_svc_10,catalog,rating_catalog,rating_id,content,content-05,pg-cluster-744,content_svc_05,content,workflow_content,workflow_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,content,fk.pg.relation.content.workflow_content,retry_then_dlq,application_or_lakehouse_join,catalog logically references content; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000095,catalog,catalog-10,pg-cluster-299,catalog_svc_10,catalog,location_catalog,location_id,content,content-06,pg-cluster-755,content_svc_06,content,attribute_content,attribute_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,content,fk.pg.relation.content.attribute_content,retry_then_dlq,application_or_lakehouse_join,catalog logically references content; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000096,catalog,catalog-01,pg-cluster-206,catalog_svc_01,catalog,event_catalog,event_id,content,content-07,pg-cluster-766,content_svc_07,content,attribution_content,attribution_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,content,fk.pg.relation.content.attribution_content,retry_then_dlq,application_or_lakehouse_join,catalog logically references content; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-000097,catalog,catalog-02,pg-cluster-213,catalog_svc_02,catalog,snapshot_catalog,snapshot_id,content,content-08,pg-cluster-777,content_svc_08,content,tax_content,tax_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,content,fk.pg.relation.content.tax_content,retry_then_dlq,application_or_lakehouse_join,catalog logically references content; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
